Timestamp, 2021-09-24 17-42-14

Frequency (Hz), CH 1: PSD for Power 0.9dBm (dBm), CH 1: PSD for Power 0.8078dBm (dBm), CH 1: PSD for Power 0.8072dBm (dBm), CH 1: PSD for Power 0.8058dBm (dBm), CH 1: PSD for Power 0.8048dBm (dBm), CH 1: PSD for Power 0.8042dBm (dBm), CH 1: PSD for Power 0.8037dBm (dBm), CH 1: PSD for Power 0.8022dBm (dBm), CH 1: PSD for Power 0.8012dBm (dBm), CH 1: PSD for Power 0.8dBm (dBm), CH 1: PSD for Power 0.7987dBm (dBm), CH 1: PSD for Power 0.7974dBm (dBm), CH 1: PSD for Power 0.7953dBm (dBm), CH 1: PSD for Power 0.7939dBm (dBm), CH 1: PSD for Power 0.7924dBm (dBm), CH 1: PSD for Power 0.7908dBm (dBm), CH 1: PSD for Power 0.7893dBm (dBm), CH 1: PSD for Power 0.8095dBm (dBm), CH 1: PSD for Power 0.8096dBm (dBm), CH 1: PSD for Power 0.8098dBm (dBm), CH 1: PSD for Power 0.81dBm (dBm)
8000000.0, -96.48397064208984, -94.48014831542969, -93.91243743896484, -93.31462097167969, -92.81306457519531, -92.4398193359375, -92.14273071289062, -91.11338806152344, -90.55917358398438, -90.29647827148438, -89.57808685302734, -88.77604675292969, -87.93400573730469, -87.08027648925781, -86.52323913574219, -86.69987487792969, -88.45082092285156, -94.71806335449219, -94.89137268066406, -94.90757751464844, -94.98238372802734
8050000.0, -96.28677368164062, -94.31829071044922, -94.15653228759766, -93.37236022949219, -92.57548522949219, -92.42362213134766, -92.01921081542969, -91.34036254882812, -90.60082244873047, -90.02928161621094, -89.18855285644531, -88.76886749267578, -88.04078674316406, -87.03628540039062, -86.47369384765625, -86.755615234375, -88.45547485351562, -94.7544174194336, -94.8010025024414, -94.64988708496094, -94.96945190429688
8100000.0, -96.58732604980469, -94.4073715209961, -94.1334228515625, -93.444580078125, -92.73738861083984, -92.3627700805664, -92.05984497070312, -91.15827941894531, -90.77433776855469, -90.18222045898438, -89.37184143066406, -88.78132629394531, -87.77596282958984, -86.87391662597656, -86.66263580322266, -86.81956481933594, -88.5077896118164, -94.71360778808594, -94.8111801147461, -94.89806365966797, -94.82394409179688
8150000.0, -96.30716705322266, -94.1682357788086, -94.14094543457031, -93.416259765625, -92.76544952392578, -92.45552062988281, -92.24946594238281, -91.24183654785156, -90.4244384765625, -90.08645629882812, -89.55320739746094, -88.8517837524414, -87.84056091308594, -87.236328125, -86.56712341308594, -86.92210388183594, -88.52308654785156, -94.61103820800781, -94.90892028808594, -94.82718658447266, -94.84598541259766
8200000.0, -96.46170043945312, -94.2446060180664, -94.20805358886719, -93.46951293945312, -92.85890197753906, -92.46924591064453, -92.33628845214844, -91.23018646240234, -90.67964172363281, -90.34443664550781, -89.54127502441406, -88.72200012207031, -87.9156494140625, -87.09673309326172, -86.50154113769531, -87.01567077636719, -88.75638580322266, -94.89234924316406, -94.77412414550781, -94.73497009277344, -94.72895050048828
8250000.0, -96.36770629882812, -94.51316833496094, -94.1695556640625, -93.26838684082031, -92.70796203613281, -92.45390319824219, -92.15899658203125, -91.3260498046875, -90.75899505615234, -90.34659576416016, -89.64250183105469, -88.80718231201172, -87.68206024169922, -87.14432525634766, -86.62872314453125, -86.96531677246094, -88.55534362792969, -94.5899429321289, -94.696533203125, -95.1156005859375, -94.98574829101562
8300000.0, -96.33271789550781, -94.34111022949219, -94.09475708007812, -93.40438079833984, -92.73002624511719, -92.36854553222656, -92.13330078125, -91.16702270507812, -90.77845764160156, -90.27369689941406, -89.33838653564453, -88.91877746582031, -87.99592590332031, -87.18153381347656, -86.56424713134766, -86.83721923828125, -88.75586700439453, -94.70118713378906, -94.78703308105469, -94.85069274902344, -94.8610610961914
8350000.0, -96.26785278320312, -94.27700805664062, -94.1119155883789, -93.37608337402344, -92.9368667602539, -92.62349700927734, -92.21513366699219, -91.23368072509766, -90.65148162841797, -90.24070739746094, -89.57449340820312, -88.8482666015625, -87.83973693847656, -87.16217803955078, -86.6356201171875, -86.82487487792969, -88.70062255859375, -94.8606948852539, -94.88371276855469, -94.99662780761719, -94.8594741821289
8400000.0, -96.57244873046875, -94.32902526855469, -94.15855407714844, -93.47930908203125, -92.78404235839844, -92.34241485595703, -92.12955474853516, -91.23284149169922, -90.81922912597656, -90.30792999267578, -89.55934143066406, -88.90863800048828, -87.93675231933594, -87.29327392578125, -86.60662841796875, -87.00314331054688, -88.9797134399414, -94.76040649414062, -95.01112365722656, -94.82941436767578, -94.81824493408203
8450000.0, -96.3026123046875, -94.50652313232422, -94.0875015258789, -93.40808868408203, -92.86834716796875, -92.45429992675781, -92.26042175292969, -91.36607360839844, -90.81143188476562, -90.21959686279297, -89.23809814453125, -88.91175842285156, -87.84359741210938, -87.26216125488281, -86.72428131103516, -86.93186950683594, -88.85966491699219, -95.05097961425781, -94.72539520263672, -94.85332489013672, -94.95606994628906
8500000.0, -96.3023681640625, -94.31417083740234, -94.1483383178711, -93.56782531738281, -92.9402084350586, -92.49833679199219, -92.2362289428711, -91.28093719482422, -90.90340423583984, -90.1480941772461, -89.66268920898438, -88.89913940429688, -87.82215881347656, -87.27912902832031, -86.87604522705078, -86.90424346923828, -88.95591735839844, -94.7033920288086, -94.90299987792969, -94.79759216308594, -94.95561218261719
8550000.0, -96.38479614257812, -94.4266586303711, -94.19942474365234, -93.29236602783203, -92.85586547851562, -92.70995330810547, -92.2455062866211, -91.15283203125, -90.67269134521484, -90.24018859863281, -89.64893341064453, -88.8961410522461, -87.87178039550781, -87.16099548339844, -86.63990020751953, -87.18538665771484, -88.858642578125, -94.7507095336914, -94.7785873413086, -94.78724670410156, -94.73341369628906
8600000.0, -96.55547332763672, -94.41165924072266, -94.11355590820312, -93.2826156616211, -92.84877014160156, -92.39920806884766, -92.23401641845703, -91.2715072631836, -90.76014709472656, -90.22889709472656, -89.47731018066406, -88.94767761230469, -88.05836486816406, -87.26610565185547, -86.81512451171875, -86.93919372558594, -88.98819732666016, -94.78044128417969, -94.88213348388672, -94.78604888916016, -95.01033020019531
8650000.0, -96.63253021240234, -94.39198303222656, -94.21437072753906, -93.59040832519531, -92.75080871582031, -92.30973052978516, -92.3669204711914, -91.35716247558594, -90.74333953857422, -90.38016510009766, -89.70068359375, -89.07221984863281, -87.99519348144531, -87.32841491699219, -86.81187438964844, -87.00468444824219, -89.02119445800781, -94.70733642578125, -94.98576354980469, -94.8029556274414, -94.95347595214844
8700000.0, -96.40029907226562, -94.08485412597656, -94.04866790771484, -93.44126892089844, -92.95687103271484, -92.50202941894531, -92.34720611572266, -91.31266021728516, -90.90816497802734, -90.3101806640625, -89.68143463134766, -89.01001739501953, -88.06416320800781, -87.26774597167969, -86.93942260742188, -87.01770782470703, -88.9670181274414, -94.85823822021484, -95.0179443359375, -94.97273254394531, -94.95391082763672
8750000.0, -96.46622467041016, -94.49026489257812, -94.3707046508789, -93.57196807861328, -92.94999694824219, -92.68476104736328, -92.29206085205078, -91.25374603271484, -90.875732421875, -90.36918640136719, -89.66229248046875, -89.02757263183594, -87.9804458618164, -87.15730285644531, -86.74479675292969, -87.2559585571289, -89.11663818359375, -94.65535736083984, -94.81950378417969, -94.83050537109375, -94.81935119628906
8800000.0, -96.31239318847656, -94.23851013183594, -94.27607727050781, -93.31209564208984, -92.84227752685547, -92.39094543457031, -92.22611999511719, -91.49549865722656, -90.99869537353516, -90.22752380371094, -89.70378875732422, -88.86470031738281, -88.09259033203125, -87.2986068725586, -86.6771011352539, -86.9928207397461, -89.00005340576172, -94.56477355957031, -94.70616149902344, -94.99636840820312, -94.91443634033203
8850000.0, -96.45613098144531, -94.31986236572266, -94.33092498779297, -93.47547912597656, -92.94478607177734, -92.6353759765625, -92.23371887207031, -91.37294006347656, -90.79949951171875, -90.17486572265625, -89.60677337646484, -89.27228546142578, -88.17958068847656, -87.26478576660156, -86.81583404541016, -87.24756622314453, -89.27519226074219, -94.68949127197266, -94.82109069824219, -94.84475708007812, -94.93789672851562
8900000.0, -96.33010864257812, -94.54280090332031, -94.34168243408203, -93.38970184326172, -92.89534759521484, -92.56391906738281, -92.17879486083984, -91.26060485839844, -90.68080139160156, -90.18791961669922, -89.70018768310547, -88.99443817138672, -88.05641174316406, -87.23936462402344, -86.72136688232422, -87.24520111083984, -89.05915832519531, -94.87967681884766, -94.76323699951172, -94.85832214355469, -94.9612045288086
8950000.0, -96.48692321777344, -94.38948822021484, -94.38589477539062, -93.67442321777344, -92.83409118652344, -92.7044906616211, -92.30973052978516, -91.31535339355469, -90.98640441894531, -90.12159729003906, -89.80901336669922, -88.87380981445312, -88.25357818603516, -87.33819580078125, -86.77279663085938, -87.39312744140625, -89.36363220214844, -94.7783432006836, -94.88023376464844, -94.84477233886719, -94.86034393310547
9000000.0, -96.36131286621094, -94.2632064819336, -94.14868927001953, -93.63048553466797, -92.85926818847656, -92.73866271972656, -92.26131439208984, -91.4276351928711, -90.8255386352539, -90.01373291015625, -89.5267105102539, -89.06192016601562, -88.15467834472656, -87.50386810302734, -86.75662994384766, -87.22308349609375, -89.19474792480469, -94.73200988769531, -94.90972900390625, -95.01902770996094, -94.7415771484375
9050000.0, -96.5413589477539, -94.2491226196289, -94.2298355102539, -93.3692398071289, -92.98008728027344, -92.64871215820312, -92.28239440917969, -91.29239654541016, -90.86785888671875, -90.04656982421875, -89.70149993896484, -89.00519561767578, -88.22755432128906, -87.58604431152344, -86.69619750976562, -87.4331283569336, -89.19318389892578, -94.82464599609375, -94.7873764038086, -94.88704681396484, -94.7444076538086
9100000.0, -96.46875, -94.37010192871094, -94.21414184570312, -93.4046630859375, -92.94710540771484, -92.81333923339844, -92.25019836425781, -91.26773834228516, -90.59934997558594, -90.10636901855469, -89.66631317138672, -88.9266586303711, -88.22614288330078, -87.4322738647461, -86.81741333007812, -87.4059829711914, -89.1360855102539, -94.76020050048828, -94.90788269042969, -94.76141357421875, -94.98448181152344
9150000.0, -96.35213470458984, -94.37005615234375, -94.17776489257812, -93.41606903076172, -92.96553039550781, -92.6395492553711, -92.32090759277344, -91.27397155761719, -90.84468078613281, -90.36402130126953, -89.65042877197266, -89.13798522949219, -87.97358703613281, -87.49943542480469, -86.98939514160156, -87.31752014160156, -89.23998260498047, -94.93711853027344, -94.79646301269531, -94.8727798461914, -94.73321533203125
9200000.0, -96.29740905761719, -94.17847442626953, -94.22283172607422, -93.58775329589844, -92.86554718017578, -92.61582946777344, -92.38554382324219, -91.39116668701172, -90.97813415527344, -90.45213317871094, -89.71473693847656, -89.27854919433594, -88.21024322509766, -87.50101470947266, -86.76974487304688, -87.36299133300781, -89.32791900634766, -94.87171173095703, -94.79939270019531, -94.89347839355469, -94.90498352050781
9250000.0, -96.27140808105469, -94.41693878173828, -94.31321716308594, -93.53306579589844, -92.85282897949219, -92.58763122558594, -92.44613647460938, -91.54144287109375, -90.71559143066406, -90.2471923828125, -89.8872299194336, -89.20098876953125, -88.22755432128906, -87.67593383789062, -87.09232330322266, -87.37916564941406, -89.64329528808594, -94.77690887451172, -94.77687072753906, -94.78736877441406, -94.9129409790039
9300000.0, -96.2995376586914, -94.4402847290039, -94.24344635009766, -93.42587280273438, -93.03609466552734, -92.5428695678711, -92.28465270996094, -91.54969787597656, -90.787353515625, -90.29710388183594, -89.82365417480469, -89.08052825927734, -87.99955749511719, -87.35649108886719, -87.01533508300781, -87.37213134765625, -89.38549041748047, -94.71284484863281, -94.86698913574219, -94.78472900390625, -94.88250732421875
9350000.0, -96.14710998535156, -94.3584976196289, -94.16819763183594, -93.44441986083984, -92.95555114746094, -92.68724060058594, -92.36848449707031, -91.385986328125, -90.75971221923828, -90.32258605957031, -89.76068878173828, -89.37471008300781, -88.10792541503906, -87.2830810546875, -86.91096496582031, -87.26673126220703, -89.34507751464844, -94.81499481201172, -94.7679443359375, -94.98112487792969, -95.04771423339844
9400000.0, -96.21580505371094, -94.46507263183594, -94.26747131347656, -93.36756896972656, -93.15657806396484, -92.6061019897461, -92.41157531738281, -91.450439453125, -91.20323181152344, -90.36546325683594, -89.69970703125, -89.07734680175781, -88.1684341430664, -87.45691680908203, -87.02010345458984, -87.45646667480469, -89.49653625488281, -94.83553314208984, -95.00541687011719, -94.89773559570312, -94.86116027832031
9450000.0, -96.26206970214844, -94.6031723022461, -94.15386962890625, -93.67017364501953, -93.00413513183594, -92.59761047363281, -92.5687484741211, -91.37904357910156, -90.9061279296875, -90.34138488769531, -89.77827453613281, -89.28042602539062, -88.25984954833984, -87.46215057373047, -87.1302719116211, -87.499755859375, -89.58565521240234, -94.91058349609375, -94.98756408691406, -94.8714599609375, -94.81776428222656
9500000.0, -96.48689270019531, -94.34711456298828, -94.24632263183594, -93.49971008300781, -93.06127166748047, -92.61002349853516, -92.3413314819336, -91.2518539428711, -90.6902847290039, -90.25605773925781, -89.7986831665039, -89.22900390625, -88.28013610839844, -87.59095764160156, -86.8288803100586, -87.48151397705078, -89.59120178222656, -94.79460906982422, -94.8299331665039, -94.82893371582031, -94.68135070800781
9550000.0, -96.35357666015625, -94.43739318847656, -94.27347564697266, -93.43534851074219, -93.06015014648438, -92.64982604980469, -92.49223327636719, -91.43208312988281, -90.92788696289062, -90.40689849853516, -89.75047302246094, -89.22411346435547, -88.38865661621094, -87.39537048339844, -87.09132385253906, -87.65049743652344, -89.70074462890625, -94.77647399902344, -94.67327117919922, -94.9774398803711, -94.87080383300781
9600000.0, -96.23480987548828, -94.476806640625, -94.2258529663086, -93.58763122558594, -93.17171478271484, -92.54827117919922, -92.35250854492188, -91.4355239868164, -90.72624206542969, -90.48262786865234, -89.77210998535156, -89.14299011230469, -88.31044006347656, -87.53523254394531, -87.1415786743164, -87.40887451171875, -89.54918670654297, -94.93651580810547, -94.9649887084961, -94.90373229980469, -94.96307373046875
9650000.0, -96.3310317993164, -94.43306732177734, -94.41387939453125, -93.48101806640625, -93.00314331054688, -92.72819519042969, -92.3504409790039, -91.30718994140625, -90.9273910522461, -90.25404357910156, -89.87602233886719, -89.20626831054688, -88.23104095458984, -87.66044616699219, -87.22957611083984, -87.59170532226562, -89.56847381591797, -94.69316101074219, -94.80793762207031, -94.71565246582031, -94.92842864990234
9700000.0, -96.20970153808594, -94.42098236083984, -94.12071990966797, -93.55628967285156, -93.07994079589844, -92.70463562011719, -92.42668914794922, -91.45561981201172, -91.06468963623047, -90.63275146484375, -89.77071380615234, -89.22480773925781, -88.31916046142578, -87.54988861083984, -87.07128143310547, -87.59599304199219, -89.7660140991211, -94.76820373535156, -94.94657135009766, -94.91911315917969, -95.01911926269531
9750000.0, -96.37332153320312, -94.40412902832031, -94.3373794555664, -93.629638671875, -93.09716796875, -92.54119110107422, -92.20523834228516, -91.54700469970703, -90.8811264038086, -90.3544921875, -89.6755599975586, -89.22900390625, -88.26583099365234, -87.65266418457031, -87.0819320678711, -87.73097229003906, -89.86842346191406, -94.81080627441406, -94.82733154296875, -94.70137023925781, -94.96910095214844
9800000.0, -96.178466796875, -94.23959350585938, -94.11898040771484, -93.52655792236328, -92.8341064453125, -92.83675384521484, -92.1746597290039, -91.55722045898438, -90.99708557128906, -90.45783996582031, -90.02951049804688, -89.1971664428711, -88.25223541259766, -87.8456802368164, -87.2115478515625, -87.82443237304688, -89.60255432128906, -94.67037200927734, -94.8990707397461, -94.83576965332031, -94.7574462890625
9850000.0, -96.24517822265625, -94.322998046875, -94.04862976074219, -93.45032501220703, -93.15901947021484, -92.65008544921875, -92.62459564208984, -91.36613464355469, -90.98230743408203, -90.34544372558594, -89.91276550292969, -89.25543212890625, -88.40473937988281, -87.80354309082031, -87.36443328857422, -87.68220520019531, -89.7300033569336, -94.71162414550781, -94.93677520751953, -95.00740051269531, -94.93311309814453
9900000.0, -95.99459838867188, -94.4560546875, -94.24629974365234, -93.67069244384766, -92.89535522460938, -92.75615692138672, -92.55995178222656, -91.40257263183594, -91.07963562011719, -90.28675842285156, -89.7903823852539, -89.11560821533203, -88.27668762207031, -87.67988586425781, -87.25575256347656, -87.74684143066406, -89.81260681152344, -94.71776580810547, -95.0462417602539, -94.83739471435547, -94.69448852539062
9950000.0, -96.23265838623047, -94.38639068603516, -94.19764709472656, -93.47892761230469, -93.0119857788086, -92.7671890258789, -92.52001190185547, -91.47589874267578, -90.96111297607422, -90.15666198730469, -89.99284362792969, -89.20836639404297, -88.43466186523438, -87.59635162353516, -87.32666778564453, -87.92045593261719, -89.85888671875, -94.72115325927734, -95.0675277709961, -94.94718933105469, -94.99295806884766
10000000.0, -96.04336547851562, -94.37186431884766, -94.34073638916016, -93.42427825927734, -92.98973083496094, -92.75501251220703, -92.43853759765625, -91.36477661132812, -91.0611343383789, -90.41732025146484, -89.83575439453125, -89.21276092529297, -88.30875396728516, -87.6313247680664, -87.37452697753906, -88.09233856201172, -89.95556640625, -94.6165771484375, -94.80933380126953, -94.83981323242188, -94.81436920166016
10050000.0, -96.14892578125, -94.39564514160156, -94.38536071777344, -93.53568267822266, -92.8511734008789, -92.75605773925781, -92.26995849609375, -91.42839050292969, -91.06564331054688, -90.34843444824219, -89.85240173339844, -89.1980972290039, -88.35518646240234, -87.65675354003906, -87.22459411621094, -87.86509704589844, -90.00340270996094, -94.77882385253906, -94.7483139038086, -94.89202880859375, -94.90174865722656
10100000.0, -96.1864013671875, -94.43770599365234, -94.08744812011719, -93.55147552490234, -93.03990936279297, -92.51053619384766, -92.53300476074219, -91.37934112548828, -91.02818298339844, -90.54138946533203, -89.97981262207031, -89.16283416748047, -88.4048843383789, -87.71839904785156, -87.33271026611328, -88.07044982910156, -89.92565155029297, -94.76219177246094, -95.12413024902344, -94.8698501586914, -94.86141967773438
10150000.0, -96.28880310058594, -94.20381164550781, -94.11238098144531, -93.5518569946289, -93.18983459472656, -92.72395324707031, -92.40046691894531, -91.54473876953125, -91.12785339355469, -90.47811126708984, -89.9156265258789, -89.35060119628906, -88.59712219238281, -87.5608901977539, -87.0486068725586, -87.75439453125, -89.88956451416016, -94.77303314208984, -94.78471374511719, -94.91304016113281, -94.9140625
10200000.0, -96.17374420166016, -94.46565246582031, -94.14546203613281, -93.51781463623047, -93.10804748535156, -92.52265930175781, -92.47042083740234, -91.74276733398438, -91.12142181396484, -90.40785217285156, -89.85513305664062, -89.37503051757812, -88.48501586914062, -87.76187896728516, -87.48067474365234, -87.79783630371094, -89.99885559082031, -94.82477569580078, -94.834716796875, -94.74320983886719, -94.8680648803711
10250000.0, -96.25260162353516, -94.3563461303711, -93.9800033569336, -93.49051666259766, -93.01708984375, -92.72911071777344, -92.41922760009766, -91.70823669433594, -90.85340881347656, -90.42424011230469, -89.89845275878906, -89.15846252441406, -88.42205047607422, -87.81375885009766, -87.39411926269531, -87.87841796875, -89.91831970214844, -94.80686950683594, -94.78900909423828, -94.85659790039062, -94.92369079589844
10300000.0, -96.27386474609375, -94.51364135742188, -94.21784973144531, -93.62498474121094, -93.22322845458984, -92.68932342529297, -92.22584533691406, -91.39398193359375, -91.03797149658203, -90.50457000732422, -90.07784271240234, -89.2499008178711, -88.51651763916016, -87.85326385498047, -87.44219207763672, -87.95466613769531, -89.97064208984375, -94.61381530761719, -94.68692016601562, -94.84601593017578, -94.87225341796875
10350000.0, -95.92510986328125, -94.66221618652344, -94.16072082519531, -93.57151794433594, -93.09993743896484, -92.5242919921875, -92.56964111328125, -91.5877456665039, -91.1024169921875, -90.5446548461914, -90.03355407714844, -89.26545715332031, -88.37898254394531, -87.78382873535156, -87.34580993652344, -87.98719787597656, -90.07914733886719, -94.59065246582031, -94.81340026855469, -94.84777069091797, -94.98722076416016
10400000.0, -96.17164611816406, -94.4360580444336, -94.14210510253906, -93.58687591552734, -92.97450256347656, -92.75963592529297, -92.43157958984375, -91.45283508300781, -91.00888061523438, -90.4780502319336, -89.91021728515625, -89.11656951904297, -88.38106536865234, -87.82582092285156, -87.4378890991211, -87.85406494140625, -89.99934387207031, -94.77982330322266, -94.75514221191406, -94.88102722167969, -94.84642028808594
10450000.0, -96.06148529052734, -94.36936950683594, -94.08380126953125, -93.58916473388672, -92.94203186035156, -92.7199935913086, -92.38919067382812, -91.66798400878906, -90.87982177734375, -90.51850891113281, -89.99584197998047, -89.2408447265625, -88.50975036621094, -87.82347106933594, -87.35835266113281, -87.9152603149414, -90.1051254272461, -94.93342590332031, -94.73308563232422, -94.78562927246094, -94.86652374267578
10500000.0, -96.03449249267578, -94.31584167480469, -94.30068969726562, -93.70336151123047, -93.19661712646484, -92.67778015136719, -92.36769104003906, -91.79814147949219, -91.0763931274414, -90.6180191040039, -89.82874298095703, -89.41131591796875, -88.45479583740234, -87.90116882324219, -87.53568267822266, -88.15208435058594, -90.02156829833984, -94.94895935058594, -94.87577819824219, -94.57746887207031, -94.62075805664062
10550000.0, -96.004150390625, -94.30778503417969, -94.15859985351562, -93.46495056152344, -93.1594467163086, -92.61553955078125, -92.49703216552734, -91.48466491699219, -91.2603988647461, -90.52808380126953, -89.97969818115234, -89.39783477783203, -88.7630386352539, -87.79642486572266, -87.3922348022461, -88.23474884033203, -90.15752410888672, -94.82827758789062, -94.86335754394531, -94.78201293945312, -94.7823486328125
10600000.0, -95.9328842163086, -94.61723327636719, -94.31877136230469, -93.44535827636719, -93.0437240600586, -92.6629867553711, -92.59138488769531, -91.59071350097656, -91.0335464477539, -90.63090515136719, -90.09231567382812, -89.41403198242188, -88.7305908203125, -87.80350494384766, -87.53520202636719, -88.161376953125, -90.10057067871094, -94.71665954589844, -94.94407653808594, -94.85160064697266, -94.64955139160156
10650000.0, -96.11830139160156, -94.49574279785156, -94.11576080322266, -93.49959564208984, -93.18994140625, -92.68749237060547, -92.27410125732422, -91.5590591430664, -90.95967864990234, -90.50471496582031, -90.04237365722656, -89.27713775634766, -88.47846984863281, -87.73551940917969, -87.43172454833984, -88.2355728149414, -90.2525405883789, -94.64871215820312, -94.77599334716797, -94.92066955566406, -94.77664184570312
10700000.0, -96.19739532470703, -94.5212173461914, -94.25516510009766, -93.67024993896484, -93.1319580078125, -92.75917053222656, -92.44621276855469, -91.5347671508789, -91.19331359863281, -90.61419677734375, -90.1339340209961, -89.46853637695312, -88.73805236816406, -87.97928619384766, -87.65560150146484, -88.21730041503906, -90.09066772460938, -94.64678192138672, -94.84104919433594, -94.73433685302734, -94.76201629638672
10750000.0, -96.27999877929688, -94.35467529296875, -94.35075378417969, -93.49064636230469, -92.95503234863281, -92.69204711914062, -92.3576889038086, -91.58635711669922, -91.1213607788086, -90.52730560302734, -89.99400329589844, -89.48155212402344, -88.39189910888672, -87.92311096191406, -87.57150268554688, -88.34927368164062, -90.18709564208984, -94.94710540771484, -94.74222564697266, -94.80756378173828, -95.05839538574219
10800000.0, -96.01355743408203, -94.51041412353516, -94.25359344482422, -93.482421875, -93.07463073730469, -92.83809661865234, -92.59814453125, -91.79414367675781, -91.0925064086914, -90.74307250976562, -89.99919891357422, -89.51824188232422, -88.46147918701172, -88.09809875488281, -87.48152160644531, -88.44532775878906, -90.33480072021484, -94.71382141113281, -94.7574462890625, -94.82711029052734, -94.82504272460938
10850000.0, -95.85389709472656, -94.47463989257812, -94.19541931152344, -93.44525146484375, -93.13693237304688, -92.64273834228516, -92.36894226074219, -91.43073272705078, -91.20692443847656, -90.6634521484375, -89.994873046875, -89.45814514160156, -88.52030944824219, -87.99675750732422, -87.58977508544922, -88.23307800292969, -90.41234588623047, -94.76274108886719, -94.7188949584961, -94.65702819824219, -94.63558959960938
10900000.0, -96.02412414550781, -94.31208801269531, -94.25393676757812, -93.60799407958984, -93.1236801147461, -92.640625, -92.48259735107422, -91.47078704833984, -91.19013977050781, -90.5355224609375, -90.2208251953125, -89.60137939453125, -88.45991516113281, -88.11178588867188, -87.7808837890625, -88.35246276855469, -90.41496276855469, -94.59964752197266, -94.61702728271484, -94.72056579589844, -94.7655029296875
10950000.0, -96.06334686279297, -94.31764221191406, -94.18470764160156, -93.55528259277344, -93.1903305053711, -92.71086120605469, -92.53092956542969, -91.6029052734375, -91.10958099365234, -90.5611801147461, -90.20846557617188, -89.56985473632812, -88.78703308105469, -88.15501403808594, -87.59321594238281, -88.4269790649414, -90.4527587890625, -94.71824645996094, -95.07948303222656, -94.84089660644531, -94.61773681640625
11000000.0, -96.09629821777344, -94.34417724609375, -94.35453033447266, -93.64774322509766, -93.10517883300781, -92.73152923583984, -92.6218032836914, -91.74835968017578, -91.15052032470703, -90.61248779296875, -89.96144104003906, -89.43663787841797, -88.65491485595703, -87.99321746826172, -87.8558578491211, -88.31669616699219, -90.46695709228516, -94.9079360961914, -94.64014434814453, -94.87615203857422, -94.76632690429688
11050000.0, -96.17861938476562, -94.47947692871094, -94.27766418457031, -93.43922424316406, -93.15147399902344, -92.95801544189453, -92.44276428222656, -91.64173889160156, -91.20018005371094, -90.79531860351562, -90.1263656616211, -89.35357666015625, -88.5846176147461, -88.26254272460938, -87.56844329833984, -88.33894348144531, -90.43896484375, -94.91120147705078, -94.76136779785156, -94.88136291503906, -94.79072570800781
11100000.0, -96.05604553222656, -94.41272735595703, -94.14900970458984, -93.55757904052734, -93.16394805908203, -92.62351989746094, -92.34021759033203, -91.69189453125, -91.16918182373047, -90.9246826171875, -90.09918975830078, -89.57804107666016, -88.7868881225586, -87.93751525878906, -87.7058334350586, -88.5408935546875, -90.48651123046875, -94.80937194824219, -94.82609558105469, -94.83136749267578, -94.99917602539062
11150000.0, -96.02809143066406, -94.37893676757812, -94.16877746582031, -93.60245513916016, -93.13215637207031, -92.8193588256836, -92.35111236572266, -91.8006591796875, -91.37278747558594, -90.7313232421875, -90.14326477050781, -89.40296936035156, -88.66679382324219, -88.06233215332031, -87.8131103515625, -88.56129455566406, -90.48399353027344, -94.8341293334961, -94.8622817993164, -94.92095184326172, -94.6670150756836
11200000.0, -96.02885437011719, -94.41078186035156, -94.2489242553711, -93.68451690673828, -93.1930923461914, -92.94160461425781, -92.48272705078125, -91.57002258300781, -91.35955810546875, -90.6767349243164, -90.22842407226562, -89.64328002929688, -88.70210266113281, -88.16095733642578, -87.89159393310547, -88.52680969238281, -90.60398864746094, -94.6522445678711, -94.8257827758789, -94.89866638183594, -94.74842834472656
11250000.0, -95.98627471923828, -94.45387268066406, -94.43559265136719, -93.68856048583984, -93.13764953613281, -92.83878326416016, -92.51837158203125, -91.7721176147461, -91.25952911376953, -90.89588165283203, -90.0500259399414, -89.64292907714844, -88.75801086425781, -88.10032653808594, -87.77703094482422, -88.35262298583984, -90.67346954345703, -94.71906280517578, -94.74449157714844, -94.75416564941406, -94.80101013183594
11300000.0, -96.11936950683594, -94.34672546386719, -94.35372161865234, -93.85838317871094, -93.26114654541016, -92.66262817382812, -92.68113708496094, -91.80280303955078, -91.12808990478516, -90.57108306884766, -90.20284271240234, -89.52314758300781, -88.74552917480469, -88.14409637451172, -87.81534576416016, -88.56904602050781, -90.51181030273438, -94.86936950683594, -94.80205535888672, -94.68690490722656, -94.86590576171875
11350000.0, -96.10247802734375, -94.32649993896484, -94.37122344970703, -93.64207458496094, -93.09612274169922, -92.90210723876953, -92.55880737304688, -91.6444320678711, -91.15645599365234, -90.74187469482422, -90.16812896728516, -89.60523986816406, -88.8072280883789, -88.11540222167969, -87.9343490600586, -88.6972885131836, -90.71247100830078, -94.54898071289062, -94.73760986328125, -94.83147430419922, -94.70018005371094
11400000.0, -96.03408813476562, -94.47589874267578, -94.19599914550781, -93.79930114746094, -93.22669982910156, -92.80372619628906, -92.65657043457031, -91.70490264892578, -91.37754821777344, -90.81761169433594, -90.29125213623047, -89.81315612792969, -88.73140716552734, -88.20720672607422, -88.00228881835938, -88.69049072265625, -90.6776351928711, -94.71116638183594, -94.90299987792969, -94.76383972167969, -95.08421325683594
