Timestamp, 2021-09-24 12-09-31

Frequency (Hz), CH 1: PSD for Power 0.9dBm (dBm), CH 1: PSD for Power 0.8074dBm (dBm), CH 1: PSD for Power 0.8042dBm (dBm), CH 1: PSD for Power 0.8035dBm (dBm), CH 1: PSD for Power 0.8026dBm (dBm), CH 1: PSD for Power 0.8017dBm (dBm), CH 1: PSD for Power 0.8008dBm (dBm), CH 1: PSD for Power 0.7997dBm (dBm), CH 1: PSD for Power 0.7986dBm (dBm), CH 1: PSD for Power 0.7974dBm (dBm), CH 1: PSD for Power 0.7961dBm (dBm), CH 1: PSD for Power 0.7944dBm (dBm), CH 1: PSD for Power 0.8078dBm (dBm), CH 1: PSD for Power 0.7931dBm (dBm), CH 1: PSD for Power 0.7923dBm (dBm), CH 1: PSD for Power 0.7885dBm (dBm), CH 1: PSD for Power 0.786dBm (dBm), CH 1: PSD for Power 0.7839dBm (dBm), CH 1: PSD for Power 0.7796dBm (dBm), CH 1: PSD for Power 0.7746dBm (dBm), CH 1: PSD for Power 0.76dBm (dBm)
1650000.0, -93.21764373779297, -93.87104797363281, -93.35161590576172, -93.17511749267578, -92.75440979003906, -92.41996765136719, -92.40492248535156, -92.47323608398438, -91.98814392089844, -91.87762451171875, -91.47530364990234, -91.31852722167969, -93.69235229492188, -90.28868103027344, -90.43097686767578, -89.46319580078125, -88.94617462158203, -88.3673324584961, -87.61355590820312, -87.17591857910156, -86.85260009765625
1700000.0, -93.30745697021484, -93.85917663574219, -93.4912109375, -93.17762756347656, -92.85047912597656, -92.74178314208984, -92.57659149169922, -92.29203796386719, -91.86079406738281, -91.73138427734375, -91.52574157714844, -91.2411117553711, -93.96984100341797, -90.4815902709961, -90.58972930908203, -89.58528900146484, -88.82456970214844, -88.28170013427734, -87.68907928466797, -87.37248229980469, -86.8361587524414
1750000.0, -93.54866027832031, -93.995849609375, -93.41793823242188, -93.24978637695312, -92.97123718261719, -92.75299835205078, -92.39398193359375, -92.4420394897461, -91.985107421875, -91.67463684082031, -91.36107635498047, -91.10084533691406, -93.80474853515625, -90.57085418701172, -90.55094909667969, -89.52620697021484, -88.97225189208984, -88.37125396728516, -87.8405990600586, -87.2709732055664, -86.79008483886719
1800000.0, -93.61595153808594, -94.0886001586914, -93.65351867675781, -93.43988037109375, -93.2620620727539, -92.78250122070312, -92.51944732666016, -92.58558654785156, -92.23403930664062, -91.93214416503906, -91.49200439453125, -91.10595703125, -94.12788391113281, -90.56944274902344, -90.51896667480469, -89.68377685546875, -89.04896545410156, -88.55142974853516, -88.01286315917969, -87.36767578125, -86.77042388916016
1850000.0, -93.81910705566406, -94.27538299560547, -93.7179946899414, -93.55345153808594, -93.20680236816406, -92.78202056884766, -92.72232055664062, -92.57781982421875, -92.19596862792969, -92.09904479980469, -91.7649917602539, -91.28081512451172, -94.1578140258789, -90.73689270019531, -90.73787689208984, -89.78594207763672, -89.0885238647461, -88.74847412109375, -87.89876556396484, -87.45147705078125, -86.9049301147461
1900000.0, -94.0946273803711, -94.18922424316406, -93.69036102294922, -93.6147689819336, -93.12012481689453, -92.96337127685547, -92.85224914550781, -92.76544189453125, -92.29583740234375, -92.19099426269531, -91.9263916015625, -91.24729919433594, -94.40876770019531, -90.74385070800781, -90.73443603515625, -89.60902404785156, -89.18253326416016, -88.66043853759766, -88.16499328613281, -87.38465881347656, -87.21648406982422
1950000.0, -93.99847412109375, -94.25164794921875, -93.84519958496094, -93.60047149658203, -93.49220275878906, -93.29597473144531, -93.07447814941406, -92.94221496582031, -92.23829650878906, -92.3176498413086, -91.94226837158203, -91.32747650146484, -94.57112884521484, -90.76737976074219, -90.77919006347656, -89.80915832519531, -89.41813659667969, -88.7500228881836, -88.21251678466797, -87.60008239746094, -87.03289031982422
2000000.0, -93.95848083496094, -94.31024932861328, -93.82542419433594, -93.70641326904297, -93.4925537109375, -93.42750549316406, -93.1698989868164, -92.95687103271484, -92.28358459472656, -92.15852355957031, -91.98623657226562, -91.38355255126953, -94.439697265625, -90.75899505615234, -90.76233673095703, -89.9006576538086, -89.3954086303711, -88.73403930664062, -88.2715072631836, -87.55762481689453, -87.00263977050781
2050000.0, -95.64205932617188, -96.0443344116211, -95.27679443359375, -94.68607330322266, -94.47168731689453, -94.55768585205078, -94.16374969482422, -94.0944595336914, -93.64259338378906, -93.48408508300781, -93.04185485839844, -92.32401275634766, -96.11454010009766, -91.7485122680664, -91.5182876586914, -90.69501495361328, -90.0607681274414, -89.50972747802734, -88.90364074707031, -88.23904418945312, -87.5904541015625
2100000.0, -96.06253051757812, -96.1048583984375, -95.2529067993164, -95.00025939941406, -94.7655029296875, -94.576904296875, -94.15220642089844, -94.13770294189453, -93.68698120117188, -93.3514633178711, -92.9240951538086, -92.41065979003906, -95.7947769165039, -91.68966674804688, -91.67256164550781, -90.5869369506836, -90.0504379272461, -89.59925842285156, -88.88569641113281, -88.2827377319336, -87.73417663574219
2150000.0, -96.0129623413086, -96.08346557617188, -95.35301208496094, -94.90576171875, -94.63438415527344, -94.44355773925781, -94.28417205810547, -93.94292449951172, -93.6708984375, -93.61726379394531, -92.82887268066406, -92.45002746582031, -95.86268615722656, -91.56884002685547, -91.67416381835938, -90.61869812011719, -90.11009216308594, -89.48979187011719, -88.95286560058594, -88.24918365478516, -87.69883728027344
2200000.0, -96.22003173828125, -95.98448181152344, -95.73579406738281, -95.16813659667969, -94.6748046875, -94.46778869628906, -94.49592590332031, -94.07264709472656, -93.7068862915039, -93.78388977050781, -93.00102996826172, -92.49347686767578, -95.97034454345703, -91.88314056396484, -91.91495513916016, -90.6457290649414, -89.90986633300781, -89.67776489257812, -88.72967529296875, -88.24085998535156, -87.84605407714844
2250000.0, -96.42121887207031, -95.82994079589844, -95.64537048339844, -95.12464141845703, -94.83952331542969, -94.66566467285156, -94.28396606445312, -94.07890319824219, -93.61186218261719, -93.70698547363281, -93.13650512695312, -92.56297302246094, -95.99188995361328, -91.84119415283203, -91.4236831665039, -90.75373077392578, -90.02412414550781, -89.70128631591797, -88.83845520019531, -88.31898498535156, -87.81498718261719
2300000.0, -96.45448303222656, -96.11033630371094, -95.43800354003906, -95.31182098388672, -94.9334487915039, -94.64604187011719, -94.51646423339844, -94.16897583007812, -93.88497161865234, -93.72608947753906, -93.13685607910156, -92.69572448730469, -96.08893585205078, -91.71846008300781, -91.69751739501953, -90.58788299560547, -90.13207244873047, -89.51823425292969, -88.89067840576172, -88.26780700683594, -87.6480712890625
2350000.0, -96.5892562866211, -96.1475601196289, -95.33575439453125, -95.15254974365234, -95.06165313720703, -94.66725158691406, -94.41487884521484, -94.18928527832031, -93.65057373046875, -93.74156188964844, -93.09542083740234, -92.33294677734375, -96.11847686767578, -91.67231750488281, -91.6277084350586, -90.40045166015625, -90.00752258300781, -89.44393157958984, -88.81776428222656, -88.30117797851562, -87.44741821289062
2400000.0, -96.68470001220703, -96.20215606689453, -95.4461669921875, -95.40617370605469, -94.91252899169922, -94.5728530883789, -94.25155639648438, -94.16392517089844, -93.66136932373047, -93.54063415527344, -93.10914611816406, -92.43379974365234, -96.18048095703125, -91.85209655761719, -91.4859390258789, -90.61277770996094, -90.04053497314453, -89.62429809570312, -88.80387878417969, -88.17477416992188, -87.75330352783203
2450000.0, -96.89676666259766, -96.18683624267578, -95.536376953125, -95.27693939208984, -95.10838317871094, -94.69111633300781, -94.25614166259766, -94.23149871826172, -93.84071350097656, -93.7146987915039, -93.24085235595703, -92.74527740478516, -96.1291275024414, -91.76299285888672, -91.82554626464844, -90.62425994873047, -90.20700073242188, -89.66060638427734, -88.69140625, -88.21168518066406, -87.73551177978516
2500000.0, -96.8071060180664, -96.06817626953125, -95.59263610839844, -95.26802062988281, -95.01185607910156, -94.76021575927734, -94.36662292480469, -94.10179138183594, -93.8956298828125, -93.56954193115234, -93.00555419921875, -92.68019104003906, -96.31706237792969, -91.9654541015625, -91.67811584472656, -90.72438049316406, -90.20426177978516, -89.3804931640625, -88.98339080810547, -88.36997985839844, -87.85557556152344
2550000.0, -96.98628234863281, -96.31159973144531, -95.7337875366211, -95.49507904052734, -95.19381713867188, -94.7142333984375, -94.30366516113281, -94.16136932373047, -93.7054443359375, -93.55049133300781, -93.07061004638672, -92.5988540649414, -96.34737396240234, -91.83988952636719, -91.7494888305664, -90.46276092529297, -90.03303527832031, -89.51470947265625, -88.72850036621094, -88.09791564941406, -87.82757568359375
2600000.0, -96.89454650878906, -96.1559829711914, -95.57875061035156, -95.15751647949219, -94.903564453125, -94.70690155029297, -94.43067932128906, -94.2297134399414, -93.72479248046875, -93.35836791992188, -93.20542907714844, -92.47186279296875, -96.05805969238281, -91.71613311767578, -91.68428802490234, -90.74760437011719, -89.85799407958984, -89.5677490234375, -88.8040542602539, -88.24822998046875, -87.67138671875
2650000.0, -96.78649139404297, -96.33649444580078, -95.44083404541016, -95.15991973876953, -95.15744018554688, -94.76210021972656, -94.52203369140625, -94.361328125, -93.88050842285156, -93.63352966308594, -93.23484802246094, -92.60562133789062, -96.4107894897461, -91.9354248046875, -91.86483764648438, -90.70054626464844, -90.1290283203125, -89.48173522949219, -88.95045471191406, -88.30889129638672, -87.84613037109375
2700000.0, -96.88701629638672, -96.12686920166016, -95.76873779296875, -95.43995666503906, -94.989013671875, -94.92284393310547, -94.34654998779297, -94.39109802246094, -94.0358657836914, -93.59413146972656, -93.23393249511719, -92.51536560058594, -96.30647277832031, -92.00395202636719, -91.7790298461914, -90.74993896484375, -89.88581848144531, -89.7070541381836, -88.88092041015625, -88.25758361816406, -87.7103271484375
2750000.0, -96.9677734375, -96.43898010253906, -95.66767883300781, -95.47132873535156, -95.03530883789062, -94.82564544677734, -94.38976287841797, -94.07302856445312, -93.96620178222656, -93.64204406738281, -93.1574935913086, -92.65413665771484, -96.40008544921875, -91.83775329589844, -91.69512176513672, -90.70330047607422, -90.16033935546875, -89.36009216308594, -89.10635375976562, -88.12358093261719, -87.74114227294922
2800000.0, -96.77208709716797, -96.11651611328125, -95.61566162109375, -95.46394348144531, -95.10263061523438, -94.77433776855469, -94.63856506347656, -94.19142150878906, -94.023681640625, -93.54588317871094, -93.0141830444336, -92.69248962402344, -96.30461120605469, -91.85541534423828, -91.73744201660156, -90.70223999023438, -90.17271423339844, -89.64567565917969, -88.99420166015625, -88.37317657470703, -87.64006805419922
2850000.0, -96.78498077392578, -96.18987274169922, -95.49520111083984, -95.42039489746094, -95.16572570800781, -94.6622314453125, -94.506591796875, -94.3032455444336, -94.02507019042969, -93.5328140258789, -93.06324005126953, -92.47782135009766, -96.33821868896484, -92.0207290649414, -91.6912612915039, -90.47044372558594, -90.12715911865234, -89.64836120605469, -88.81776428222656, -88.19017791748047, -87.64134216308594
2900000.0, -96.7903823852539, -96.16047668457031, -95.6467514038086, -95.32679748535156, -94.92236328125, -94.77296447753906, -94.57064819335938, -94.20621490478516, -93.84822845458984, -93.61058044433594, -93.1131820678711, -92.57415771484375, -96.08580017089844, -91.67951965332031, -91.76166534423828, -90.7035903930664, -90.03895568847656, -89.68147277832031, -88.66248321533203, -87.90229034423828, -87.84089660644531
2950000.0, -96.8741455078125, -96.32424926757812, -95.68563079833984, -95.42530822753906, -95.13526916503906, -94.94415283203125, -94.80149841308594, -94.19993591308594, -93.880126953125, -93.5487060546875, -93.1230697631836, -92.4279556274414, -96.45872497558594, -91.78971099853516, -91.69506072998047, -90.7513427734375, -90.27577209472656, -89.69212341308594, -88.81658935546875, -88.24174499511719, -87.74290466308594
3000000.0, -97.0428466796875, -96.46451568603516, -95.84651184082031, -95.57781982421875, -95.26445770263672, -94.97920227050781, -94.59963989257812, -94.43421173095703, -94.06318664550781, -93.75088500976562, -93.3228759765625, -92.8581314086914, -96.54942321777344, -92.07228088378906, -92.00042724609375, -90.7264404296875, -90.17386627197266, -89.51429748535156, -88.70970916748047, -88.27540588378906, -87.71598815917969
3050000.0, -96.97968292236328, -96.4500732421875, -95.58856201171875, -95.48970031738281, -95.3125228881836, -95.0110855102539, -94.9072265625, -94.47941589355469, -93.88667297363281, -93.52626037597656, -93.37977600097656, -92.80168151855469, -96.50439453125, -91.86519622802734, -91.7900619506836, -90.62010955810547, -90.20252990722656, -89.7379150390625, -88.8038101196289, -88.18827819824219, -87.83878326416016
3100000.0, -97.3154067993164, -96.34037017822266, -95.59709930419922, -95.60044860839844, -95.1784896850586, -95.04594421386719, -94.71514892578125, -94.56194305419922, -93.98487854003906, -93.87432098388672, -93.18448638916016, -92.6609115600586, -96.37044525146484, -91.79228210449219, -91.72112274169922, -90.83316040039062, -90.21407318115234, -89.70349884033203, -88.80728149414062, -88.39344024658203, -87.97798919677734
