Timestamp, 2021-09-24 12-09-31

Frequency (Hz), CH 1: PSD for Power 0.9dBm (dBm), CH 1: PSD for Power 0.8074dBm (dBm), CH 1: PSD for Power 0.8042dBm (dBm), CH 1: PSD for Power 0.8035dBm (dBm), CH 1: PSD for Power 0.8026dBm (dBm), CH 1: PSD for Power 0.8017dBm (dBm), CH 1: PSD for Power 0.8008dBm (dBm), CH 1: PSD for Power 0.7997dBm (dBm), CH 1: PSD for Power 0.7986dBm (dBm), CH 1: PSD for Power 0.7974dBm (dBm), CH 1: PSD for Power 0.7961dBm (dBm), CH 1: PSD for Power 0.7944dBm (dBm), CH 1: PSD for Power 0.8078dBm (dBm), CH 1: PSD for Power 0.7931dBm (dBm), CH 1: PSD for Power 0.7923dBm (dBm), CH 1: PSD for Power 0.7885dBm (dBm), CH 1: PSD for Power 0.786dBm (dBm), CH 1: PSD for Power 0.7839dBm (dBm), CH 1: PSD for Power 0.7796dBm (dBm), CH 1: PSD for Power 0.7746dBm (dBm), CH 1: PSD for Power 0.76dBm (dBm)
5650000.0, -97.22380065917969, -96.42891693115234, -96.02822875976562, -95.60231018066406, -95.44095611572266, -95.08016967773438, -94.50328063964844, -94.59896087646484, -94.25762176513672, -93.85750579833984, -93.4328842163086, -92.91502380371094, -96.75656127929688, -92.23536682128906, -91.9375228881836, -90.99901580810547, -90.23994445800781, -89.75696563720703, -89.1344223022461, -88.52296447753906, -88.02140045166016
5700000.0, -97.23601531982422, -96.38384246826172, -95.85082244873047, -95.67822265625, -95.477783203125, -95.11955261230469, -94.94749450683594, -94.64775085449219, -94.38328552246094, -94.01292419433594, -93.4287338256836, -92.75041198730469, -96.66234588623047, -92.01707458496094, -92.05940246582031, -90.90460968017578, -90.46866607666016, -89.81565856933594, -89.1645278930664, -88.58577728271484, -88.00119018554688
5750000.0, -97.12339782714844, -96.41278839111328, -95.84001922607422, -95.75599670410156, -95.39009094238281, -95.00052642822266, -94.9176025390625, -94.71585083007812, -94.37004852294922, -93.94942474365234, -93.44049835205078, -92.8980941772461, -96.64805603027344, -92.19656372070312, -91.98094177246094, -91.01168060302734, -90.43525695800781, -89.89794158935547, -89.16204071044922, -88.27274322509766, -88.03019714355469
5800000.0, -97.3855972290039, -96.46711730957031, -96.00703430175781, -95.52345275878906, -95.3976058959961, -95.00660705566406, -94.66697692871094, -94.6404800415039, -94.3526840209961, -93.84423065185547, -93.50228118896484, -92.79818725585938, -96.50190734863281, -92.43118286132812, -91.94551086425781, -91.03697967529297, -90.41098022460938, -89.77032470703125, -89.08387756347656, -88.67388153076172, -87.99884033203125
5850000.0, -97.34104919433594, -96.66714477539062, -95.98139953613281, -95.55876922607422, -95.39350891113281, -95.12336730957031, -94.71768951416016, -94.56045532226562, -94.12899780273438, -93.80157470703125, -93.5919189453125, -92.90000915527344, -96.69862365722656, -92.20372009277344, -92.10674285888672, -90.85675048828125, -90.43485260009766, -90.04288482666016, -89.17247772216797, -88.664794921875, -87.89213562011719
5900000.0, -97.3873519897461, -96.2648696899414, -96.0260009765625, -95.65933990478516, -95.52532958984375, -95.08860778808594, -94.82667541503906, -94.6050796508789, -94.25413513183594, -93.8168716430664, -93.68656921386719, -92.80223846435547, -96.46244812011719, -92.19459533691406, -91.89849853515625, -91.07881927490234, -90.4600830078125, -89.9700698852539, -89.19490051269531, -88.68090057373047, -88.20350646972656
5950000.0, -97.23558044433594, -96.44258117675781, -95.84735870361328, -95.79497528076172, -95.39617919921875, -95.1664810180664, -94.73286437988281, -94.63233947753906, -94.3644790649414, -93.79839324951172, -93.64126586914062, -92.72667694091797, -96.47211456298828, -92.27144622802734, -92.06005096435547, -91.00650787353516, -90.38134002685547, -90.01626586914062, -89.06544494628906, -88.66029357910156, -88.11185455322266
6000000.0, -97.27977752685547, -96.62741088867188, -95.7535400390625, -95.80592346191406, -95.41747283935547, -95.14527893066406, -94.82182312011719, -94.7304916381836, -94.29679870605469, -93.8208236694336, -93.5750503540039, -92.91494750976562, -96.53459930419922, -92.4397964477539, -92.07709503173828, -90.85601043701172, -90.29579162597656, -89.96430969238281, -89.05317687988281, -88.55777740478516, -88.04685974121094
6050000.0, -97.26893615722656, -96.43400573730469, -95.96312713623047, -95.83358764648438, -95.35273742675781, -95.2724380493164, -94.88774108886719, -94.65153503417969, -94.12403869628906, -93.93595886230469, -93.55513763427734, -92.73359680175781, -96.58600616455078, -92.21728515625, -91.99859619140625, -91.02056121826172, -90.4387435913086, -90.06501770019531, -89.14412689208984, -88.53489685058594, -87.99837493896484
6100000.0, -97.33311462402344, -96.4190902709961, -95.78724670410156, -95.7620849609375, -95.32157897949219, -95.06889343261719, -94.86717224121094, -94.57563781738281, -94.2286605834961, -94.01930236816406, -93.4415054321289, -92.85235595703125, -96.65491485595703, -92.2927017211914, -92.06266784667969, -90.9554672241211, -90.36534118652344, -89.84135437011719, -89.08262634277344, -88.63038635253906, -88.0501708984375
6150000.0, -97.33316802978516, -96.5317611694336, -95.87223815917969, -95.55650329589844, -95.39909362792969, -95.11160278320312, -94.90229797363281, -94.69723510742188, -94.24269104003906, -93.88951110839844, -93.4201889038086, -92.76058197021484, -96.70420837402344, -92.1180648803711, -92.13949584960938, -90.8819808959961, -90.49585723876953, -89.96454620361328, -89.0914306640625, -88.52685546875, -88.1712875366211
6200000.0, -97.08543395996094, -96.45172119140625, -95.8863525390625, -95.6889877319336, -95.26495361328125, -95.0793685913086, -94.84814453125, -94.52761840820312, -94.19593811035156, -93.73558807373047, -93.5702896118164, -92.88172912597656, -96.58076477050781, -92.31684875488281, -92.04261779785156, -91.13533020019531, -90.43766021728516, -89.86845397949219, -89.11106872558594, -88.50314331054688, -87.96471405029297
6250000.0, -97.18909454345703, -96.40228271484375, -95.77494812011719, -95.59855651855469, -95.34605407714844, -95.2458724975586, -94.8037338256836, -94.62242889404297, -94.27154541015625, -94.0277099609375, -93.65068054199219, -92.91263580322266, -96.19865417480469, -92.28023529052734, -92.13186645507812, -90.98171997070312, -90.44462585449219, -90.00838470458984, -89.21510314941406, -88.47721099853516, -88.0400390625
6300000.0, -97.05043029785156, -96.42440032958984, -95.77392578125, -95.79896545410156, -95.54981994628906, -95.07499694824219, -94.82444763183594, -94.75483703613281, -94.33534240722656, -93.8785400390625, -93.4831314086914, -92.85862731933594, -96.56063079833984, -92.38714599609375, -91.90457916259766, -90.9173355102539, -90.5887680053711, -89.83463287353516, -89.12962341308594, -88.8040542602539, -88.30492401123047
6350000.0, -97.07415771484375, -96.46185302734375, -95.90176391601562, -95.64669036865234, -95.44940185546875, -95.14384460449219, -94.98743438720703, -94.41780090332031, -94.26395416259766, -93.70957946777344, -93.68992614746094, -93.11309051513672, -96.5031509399414, -92.18143463134766, -91.90339660644531, -91.11390686035156, -90.39506530761719, -90.03712463378906, -89.27644348144531, -88.60762786865234, -88.12126159667969
6400000.0, -97.09403991699219, -96.37196350097656, -95.7983627319336, -95.55729675292969, -95.35130310058594, -94.98345947265625, -94.79620361328125, -94.50101470947266, -94.22760009765625, -93.90547180175781, -93.58911895751953, -92.8585433959961, -96.5932388305664, -92.27889251708984, -92.15016174316406, -90.99600982666016, -90.53821563720703, -90.0109634399414, -89.1347885131836, -88.7511978149414, -88.02027893066406
6450000.0, -97.14457702636719, -96.38436889648438, -95.94752502441406, -95.47694396972656, -95.4933090209961, -94.89044952392578, -94.92962646484375, -94.71868896484375, -94.23974609375, -94.01520538330078, -93.66439819335938, -92.93269348144531, -96.4821548461914, -92.34207916259766, -92.17279815673828, -90.99073791503906, -90.46766662597656, -89.86289978027344, -89.25634765625, -88.5887680053711, -88.08539581298828
6500000.0, -96.91648864746094, -96.43013000488281, -95.66507720947266, -95.62730407714844, -95.51372528076172, -94.96060943603516, -94.79689025878906, -94.59733581542969, -94.36605834960938, -93.9601821899414, -93.5496826171875, -93.02237701416016, -96.40546417236328, -92.43064880371094, -92.0574951171875, -91.16383361816406, -90.3961181640625, -89.95359802246094, -89.00646209716797, -88.62245178222656, -88.19145965576172
6550000.0, -97.12193298339844, -96.34580993652344, -95.6908950805664, -95.69255065917969, -95.49259948730469, -95.30499267578125, -94.71119689941406, -94.54125213623047, -94.28055572509766, -93.729248046875, -93.59110260009766, -93.03178405761719, -96.30262756347656, -92.35176849365234, -92.15512084960938, -91.03295135498047, -90.49589538574219, -90.03740692138672, -89.16673278808594, -88.65580749511719, -88.04683685302734
6600000.0, -97.0919189453125, -96.6203384399414, -95.68633270263672, -95.66509246826172, -95.36727142333984, -95.07240295410156, -94.6112060546875, -94.60073852539062, -94.20928192138672, -94.01304626464844, -93.63066101074219, -92.91056823730469, -96.54946899414062, -92.26907348632812, -92.07304382324219, -90.97795104980469, -90.76054382324219, -90.08451080322266, -89.12772369384766, -88.5866928100586, -88.0651626586914
6650000.0, -97.120361328125, -96.57829284667969, -96.01029968261719, -95.5930404663086, -95.23793029785156, -95.02595520019531, -94.92364501953125, -94.69078063964844, -94.27931213378906, -93.88545227050781, -93.64247131347656, -93.04345703125, -96.37834167480469, -92.27855682373047, -92.21019744873047, -91.13674926757812, -90.3873291015625, -89.86430358886719, -89.22727966308594, -88.69730377197266, -88.18782043457031
6700000.0, -96.95577239990234, -96.49336242675781, -95.95500183105469, -95.72157287597656, -95.33760833740234, -95.1227035522461, -94.84428405761719, -94.4024429321289, -94.26283264160156, -93.98651885986328, -93.49784851074219, -92.80193328857422, -96.38894653320312, -92.14604187011719, -92.01146697998047, -90.96408081054688, -90.53055572509766, -90.03478240966797, -89.29683685302734, -88.66191101074219, -88.28779602050781
6750000.0, -97.16751861572266, -96.41275787353516, -95.76338958740234, -95.71470642089844, -95.28292083740234, -95.14476013183594, -94.90095520019531, -94.70954895019531, -94.30740356445312, -93.9581069946289, -93.55842590332031, -92.9336166381836, -96.16856384277344, -92.22286987304688, -91.98930358886719, -91.05469512939453, -90.59303283691406, -90.12791442871094, -89.05313873291016, -88.71711730957031, -88.26732635498047
6800000.0, -97.04905700683594, -96.39364624023438, -95.82969665527344, -95.63853454589844, -95.31498718261719, -95.19818115234375, -94.87095642089844, -94.64595794677734, -94.36168670654297, -93.9272232055664, -93.40214538574219, -93.07642364501953, -96.3063735961914, -92.20040893554688, -91.95219421386719, -91.1548843383789, -90.45631408691406, -90.06774139404297, -89.27637481689453, -88.65455627441406, -88.12803649902344
6850000.0, -96.98445892333984, -96.43695068359375, -95.78253173828125, -95.65789794921875, -95.36109161376953, -94.96732330322266, -94.83744812011719, -94.47190856933594, -94.48316955566406, -93.98309326171875, -93.62643432617188, -93.00038146972656, -96.50895690917969, -92.44913482666016, -92.09638977050781, -91.09614562988281, -90.5731201171875, -90.22026062011719, -89.16860961914062, -88.71519470214844, -88.13771057128906
6900000.0, -97.1675033569336, -96.5676040649414, -95.71353912353516, -95.84102630615234, -95.24689483642578, -95.10243225097656, -94.87486267089844, -94.62859344482422, -94.34855651855469, -93.95635986328125, -93.45460510253906, -92.9476547241211, -96.54948425292969, -92.33720397949219, -91.98564147949219, -91.1853256225586, -90.64505767822266, -90.08396911621094, -89.16893005371094, -88.86848449707031, -88.01469421386719
6950000.0, -97.2341079711914, -96.6220703125, -95.84691619873047, -95.65814208984375, -95.40685272216797, -95.25294494628906, -94.79319763183594, -94.56537628173828, -94.49766540527344, -94.03277587890625, -93.68601989746094, -93.00910949707031, -96.21072387695312, -92.3173828125, -92.16133117675781, -91.15833282470703, -90.48637390136719, -90.2530746459961, -89.1114501953125, -88.82233428955078, -88.19142150878906
7000000.0, -96.8832778930664, -96.25540924072266, -95.98690032958984, -95.44413757324219, -95.39812469482422, -95.11885070800781, -94.97898864746094, -94.53482818603516, -94.35830688476562, -93.94622802734375, -93.55155944824219, -93.01782989501953, -96.50938415527344, -92.37747955322266, -92.04611206054688, -91.26716613769531, -90.51493835449219, -90.06297302246094, -89.33702087402344, -89.01618957519531, -88.28374481201172
7050000.0, -97.0518569946289, -96.47697448730469, -95.63572692871094, -95.51323699951172, -95.4088134765625, -95.09840393066406, -94.97013092041016, -94.75138092041016, -94.35320281982422, -94.18866729736328, -93.53655242919922, -93.10143280029297, -96.23419952392578, -92.35425567626953, -92.0314712524414, -91.02848815917969, -90.57254791259766, -90.1028060913086, -89.32633209228516, -88.75846099853516, -88.19537353515625
7100000.0, -97.06138610839844, -96.44355010986328, -95.82270812988281, -95.70600128173828, -95.46245574951172, -95.12505340576172, -94.92092895507812, -94.55474090576172, -94.40238189697266, -93.92815399169922, -93.59354400634766, -93.12899017333984, -96.35054016113281, -92.47706604003906, -92.33331298828125, -91.14654541015625, -90.6847915649414, -90.0586166381836, -89.1984634399414, -88.6852798461914, -88.3232421875
7150000.0, -97.02848815917969, -96.36083221435547, -95.73890686035156, -95.6021728515625, -95.4098892211914, -95.22277069091797, -94.69879913330078, -94.63960266113281, -94.2834701538086, -94.12408447265625, -93.60874938964844, -93.02653503417969, -96.45153045654297, -92.46619415283203, -92.28498840332031, -91.1447525024414, -90.53966522216797, -90.07109069824219, -89.20307922363281, -88.7949447631836, -88.17345428466797
7200000.0, -97.03984069824219, -96.55608367919922, -95.98974609375, -95.56657409667969, -95.18318939208984, -95.2573013305664, -95.00835418701172, -94.62918853759766, -94.18278503417969, -93.85661315917969, -93.78058624267578, -92.98674011230469, -96.43009185791016, -92.42798614501953, -92.16759490966797, -90.98236083984375, -90.531982421875, -90.23563385009766, -89.32319641113281, -88.84983825683594, -88.12519836425781
7250000.0, -96.81586456298828, -96.3661880493164, -95.7609634399414, -95.59584045410156, -95.24253845214844, -95.12217712402344, -95.0110855102539, -94.76695251464844, -94.1865463256836, -94.01939392089844, -93.52911376953125, -92.85519409179688, -96.30522155761719, -92.49569702148438, -92.15076446533203, -91.06105041503906, -90.57198333740234, -90.063232421875, -89.25773620605469, -88.80644226074219, -88.19583892822266
7300000.0, -96.79708862304688, -96.2384033203125, -95.83827209472656, -95.36734771728516, -95.32670593261719, -95.12226867675781, -95.01091766357422, -94.52198791503906, -94.33248138427734, -94.03008270263672, -93.48176574707031, -93.064208984375, -96.3026351928711, -92.37939453125, -92.34553527832031, -91.18511962890625, -90.62715148925781, -90.09310150146484, -89.3868637084961, -88.8469009399414, -88.18890380859375
7350000.0, -96.81204986572266, -96.13660430908203, -95.91566467285156, -95.5589828491211, -95.387939453125, -95.07593536376953, -94.80113983154297, -94.47435760498047, -94.45359802246094, -93.9295654296875, -93.56776428222656, -92.93074035644531, -96.32557678222656, -92.21416473388672, -92.23087310791016, -91.14193725585938, -90.69252014160156, -90.032470703125, -89.47251892089844, -88.75788879394531, -88.2248764038086
7400000.0, -96.95994567871094, -96.31840515136719, -95.97348022460938, -95.70021057128906, -95.31706237792969, -95.07566833496094, -94.92073059082031, -94.72105407714844, -94.3238296508789, -94.1488037109375, -93.55036926269531, -93.05522155761719, -96.2056884765625, -92.34503936767578, -92.3513412475586, -91.26956939697266, -90.5920181274414, -90.29927062988281, -89.39241790771484, -88.85725402832031, -88.27123260498047
7450000.0, -96.85819244384766, -96.27381134033203, -95.75617218017578, -95.62458801269531, -95.40870666503906, -95.18016052246094, -94.9307861328125, -94.65608215332031, -94.41094970703125, -94.0645980834961, -93.47088623046875, -93.13774871826172, -96.33540344238281, -92.1915054321289, -92.19306945800781, -91.07440185546875, -90.62879943847656, -90.18575286865234, -89.43901062011719, -88.97110748291016, -88.18730163574219
7500000.0, -96.85533905029297, -96.3677749633789, -95.91671752929688, -95.4736099243164, -95.59761047363281, -95.05207824707031, -94.83538055419922, -94.62019348144531, -94.42125701904297, -93.90257263183594, -93.46407318115234, -92.92945861816406, -96.44886016845703, -92.53986358642578, -92.18595123291016, -91.19499206542969, -90.69145202636719, -90.42005157470703, -89.33060455322266, -89.07728576660156, -88.40108489990234
7550000.0, -96.82322692871094, -96.41092681884766, -95.64380645751953, -95.43109130859375, -95.25770568847656, -95.08065795898438, -94.87931823730469, -94.709228515625, -94.3753662109375, -94.02172088623047, -93.650634765625, -93.24528503417969, -96.30033111572266, -92.33966064453125, -92.25376892089844, -91.29071044921875, -90.69896697998047, -90.16847229003906, -89.46827697753906, -88.78173828125, -88.37696838378906
7600000.0, -96.86559295654297, -96.33921813964844, -95.82452392578125, -95.54222869873047, -95.32630920410156, -94.94407653808594, -94.98184204101562, -94.6424331665039, -94.401611328125, -93.73917388916016, -93.76789855957031, -93.10353088378906, -96.3641128540039, -92.53877258300781, -92.38224792480469, -91.0836181640625, -90.65040588378906, -90.1610336303711, -89.30445098876953, -88.86943054199219, -88.50569152832031
7650000.0, -96.9868392944336, -96.15641784667969, -95.7183609008789, -95.58800506591797, -95.3155288696289, -95.06620788574219, -94.97855377197266, -94.61369323730469, -94.24797058105469, -94.01637268066406, -93.63600158691406, -93.02073669433594, -96.44959259033203, -92.41270446777344, -92.2765884399414, -91.1667251586914, -90.84925842285156, -90.35733795166016, -89.5375747680664, -88.80482482910156, -88.35072326660156
7700000.0, -96.82785034179688, -96.42311096191406, -95.7354736328125, -95.67203521728516, -95.30835723876953, -95.06781005859375, -94.86695861816406, -94.84988403320312, -94.55426025390625, -94.0975112915039, -93.74067687988281, -93.06149291992188, -96.17281341552734, -92.70262908935547, -92.11820983886719, -91.27214050292969, -90.56693267822266, -90.1793441772461, -89.57855224609375, -88.8641357421875, -88.33343505859375
7750000.0, -96.94131469726562, -96.09532165527344, -95.59779357910156, -95.4768295288086, -95.4063949584961, -95.11334991455078, -94.72567749023438, -94.64002990722656, -94.50648498535156, -93.93992614746094, -93.57568359375, -93.14189147949219, -96.46723175048828, -92.32416534423828, -92.2582015991211, -91.22748565673828, -90.69518280029297, -90.39408874511719, -89.30155944824219, -88.94544982910156, -88.37124633789062
7800000.0, -96.83074188232422, -96.24781799316406, -95.83009338378906, -95.76115417480469, -95.20941925048828, -95.16655731201172, -94.8049087524414, -94.59735870361328, -94.03817749023438, -94.03971099853516, -93.53343200683594, -92.95826721191406, -96.26595306396484, -92.55781555175781, -92.20545959472656, -91.19255065917969, -90.6583480834961, -90.10319519042969, -89.4178695678711, -88.85487365722656, -88.29475402832031
7850000.0, -96.58991241455078, -96.2876205444336, -95.6365737915039, -95.41329193115234, -95.25960540771484, -95.00859069824219, -94.94734954833984, -94.64153289794922, -94.39459228515625, -93.7732925415039, -93.66557312011719, -93.14111328125, -96.19327545166016, -92.48381042480469, -92.17129516601562, -91.29866027832031, -90.57503509521484, -90.28565216064453, -89.42528533935547, -88.86894226074219, -88.19013977050781
7900000.0, -96.80990600585938, -96.207275390625, -95.51268005371094, -95.73033905029297, -95.35639190673828, -95.03535461425781, -94.85115051269531, -94.46397399902344, -94.27374267578125, -94.07441711425781, -93.54683685302734, -93.14310455322266, -96.35218048095703, -92.38101959228516, -92.07555389404297, -91.2313003540039, -90.55503845214844, -90.06935119628906, -89.36280822753906, -88.8216781616211, -88.31904602050781
7950000.0, -96.71964263916016, -96.22738647460938, -95.64366912841797, -95.46041107177734, -95.35453796386719, -95.06766510009766, -94.79902648925781, -94.5458755493164, -94.37177276611328, -93.9557876586914, -93.47264099121094, -92.96379089355469, -96.25141906738281, -92.5166244506836, -92.28142547607422, -91.10118103027344, -90.61793518066406, -90.16064453125, -89.49363708496094, -89.05643463134766, -88.39279174804688
8000000.0, -96.6883316040039, -96.33329772949219, -95.67656707763672, -95.48832702636719, -95.27442169189453, -95.15755462646484, -94.80793762207031, -94.5555648803711, -94.21757507324219, -93.97848510742188, -93.60752868652344, -92.85009002685547, -95.98896789550781, -92.47015380859375, -92.17256164550781, -91.17417907714844, -90.53787231445312, -90.28871154785156, -89.353271484375, -88.91864013671875, -88.51951599121094
8050000.0, -96.48936462402344, -96.25923919677734, -95.53517150878906, -95.66215515136719, -95.24958801269531, -95.02083587646484, -94.74478912353516, -94.4823989868164, -94.21953582763672, -94.04164123535156, -93.59086608886719, -93.05853271484375, -96.21478271484375, -92.50538635253906, -92.29131317138672, -91.06172180175781, -90.77130889892578, -90.17098236083984, -89.28715515136719, -89.17967224121094, -88.28874206542969
8100000.0, -96.77434539794922, -96.19515991210938, -95.35088348388672, -95.50840759277344, -95.36712646484375, -94.93556213378906, -94.88587951660156, -94.48066711425781, -94.1681137084961, -93.92472839355469, -93.5719985961914, -93.12528991699219, -96.1467514038086, -92.462646484375, -92.29507446289062, -91.43412780761719, -90.72013092041016, -90.20169830322266, -89.49115753173828, -89.01005554199219, -88.37910461425781
8150000.0, -96.78910827636719, -96.21678161621094, -95.58917999267578, -95.64131164550781, -95.28998565673828, -94.87940979003906, -94.767333984375, -94.52595520019531, -94.13379669189453, -93.93709564208984, -93.47727966308594, -93.02684020996094, -96.10588836669922, -92.45307159423828, -92.23655700683594, -91.3082504272461, -90.70519256591797, -90.13565063476562, -89.31809997558594, -88.82958984375, -88.41111755371094
8200000.0, -96.53631591796875, -96.23783874511719, -95.47384643554688, -95.45759582519531, -95.2286605834961, -95.0175552368164, -94.772705078125, -94.64537811279297, -94.22063446044922, -94.04103088378906, -93.63603210449219, -93.07994842529297, -96.11650085449219, -92.38290405273438, -92.3738784790039, -91.33151245117188, -90.59078979492188, -90.25481414794922, -89.63504791259766, -89.09330749511719, -88.41514587402344
8250000.0, -96.7738037109375, -96.14907836914062, -95.4407730102539, -95.36082458496094, -95.30558776855469, -95.11386108398438, -94.99638366699219, -94.67691802978516, -94.1926040649414, -94.1466293334961, -93.68840026855469, -93.0372543334961, -95.8795166015625, -92.42688751220703, -92.13737487792969, -91.40452575683594, -90.7518310546875, -90.36061096191406, -89.57095336914062, -88.91407775878906, -88.56575012207031
8300000.0, -96.67227172851562, -96.22947692871094, -95.52003479003906, -95.57460021972656, -95.31553649902344, -95.0976333618164, -94.73450469970703, -94.60627746582031, -94.38229370117188, -94.02030181884766, -93.59014892578125, -92.95704650878906, -96.26463317871094, -92.65028381347656, -92.04137420654297, -91.4229965209961, -90.64188385009766, -90.35578918457031, -89.49987030029297, -88.97450256347656, -88.40986633300781
8350000.0, -96.62890625, -96.33775329589844, -95.54076385498047, -95.25724792480469, -95.21070861816406, -95.05935668945312, -94.89952087402344, -94.73326110839844, -94.35746002197266, -94.00045013427734, -93.6005859375, -92.87618255615234, -96.15975189208984, -92.39229583740234, -92.24968719482422, -91.1479721069336, -90.8808364868164, -90.33930206298828, -89.4934310913086, -89.12127685546875, -88.53008270263672
8400000.0, -96.46035766601562, -96.24794006347656, -95.60295104980469, -95.44819641113281, -95.2704849243164, -95.14996337890625, -94.86888122558594, -94.46400451660156, -94.33818054199219, -94.03346252441406, -93.63694763183594, -92.93329620361328, -96.18756103515625, -92.56993103027344, -92.2138671875, -91.3897705078125, -91.0007095336914, -90.51765441894531, -89.48542022705078, -88.9228515625, -88.54464721679688
8450000.0, -96.75675201416016, -96.34251403808594, -95.6483154296875, -95.6495590209961, -95.28626251220703, -95.06855010986328, -94.91740417480469, -94.61679077148438, -94.26982879638672, -94.02269744873047, -93.60890197753906, -93.28878784179688, -96.3430404663086, -92.33711242675781, -92.34606170654297, -91.25297546386719, -90.92024230957031, -90.26447296142578, -89.5204849243164, -89.0727767944336, -88.36092376708984
8500000.0, -96.75146484375, -96.05499267578125, -95.65770721435547, -95.36119079589844, -95.20103454589844, -95.19731903076172, -94.88965606689453, -94.5177230834961, -94.29228210449219, -94.00530242919922, -93.5905990600586, -93.05303955078125, -96.22733306884766, -92.62016296386719, -92.29469299316406, -91.16139221191406, -90.92013549804688, -90.2911376953125, -89.4913330078125, -89.12049865722656, -88.51509094238281
8550000.0, -96.92288970947266, -96.14763641357422, -95.41999816894531, -95.54180145263672, -95.14178466796875, -95.15496063232422, -94.740234375, -94.66531372070312, -94.35440826416016, -94.00814819335938, -93.65813446044922, -92.94395446777344, -96.03074645996094, -92.54847717285156, -92.53436279296875, -91.3121109008789, -90.94963073730469, -90.43101501464844, -89.59043884277344, -89.12138366699219, -88.49696350097656
8600000.0, -96.74833679199219, -96.000732421875, -95.52184295654297, -95.65384674072266, -95.18687438964844, -95.25918579101562, -94.7611312866211, -94.40934753417969, -94.38117980957031, -93.83258056640625, -93.70173645019531, -92.85466003417969, -96.1604995727539, -92.5961685180664, -92.33564758300781, -91.24311065673828, -90.66496276855469, -90.32823181152344, -89.48081970214844, -88.94898986816406, -88.55534362792969
8650000.0, -96.62862396240234, -96.19654083251953, -95.65815734863281, -95.55607604980469, -95.25809478759766, -95.14115142822266, -94.76602935791016, -94.6996078491211, -94.392333984375, -94.0148696899414, -93.58946228027344, -93.18904876708984, -96.17738342285156, -92.51399230957031, -92.18867492675781, -91.35292053222656, -90.98709869384766, -90.30995178222656, -89.6609115600586, -89.11076354980469, -88.47460174560547
8700000.0, -96.6974868774414, -96.09864044189453, -95.82044219970703, -95.35167694091797, -95.06367492675781, -95.12837982177734, -94.76502227783203, -94.78936767578125, -94.2083740234375, -94.07807922363281, -93.46939849853516, -93.15242767333984, -96.2385482788086, -92.63802337646484, -92.17711639404297, -91.35028839111328, -90.99783325195312, -90.37103271484375, -89.52359771728516, -88.96297454833984, -88.4431381225586
8750000.0, -96.54493713378906, -96.12239074707031, -95.82161712646484, -95.41123962402344, -95.27525329589844, -95.10264587402344, -94.67369079589844, -94.84150695800781, -94.3255844116211, -94.11117553710938, -93.57566833496094, -93.13612365722656, -96.05389404296875, -92.39004516601562, -92.15581512451172, -91.36384582519531, -90.84165954589844, -90.4469223022461, -89.7060317993164, -89.07281494140625, -88.57328796386719
8800000.0, -96.66415405273438, -96.116943359375, -95.64751434326172, -95.4743423461914, -95.31646728515625, -95.15168762207031, -94.73481750488281, -94.47865295410156, -94.3753662109375, -94.07798767089844, -93.62744903564453, -93.3016586303711, -95.99873352050781, -92.6007080078125, -92.2728500366211, -91.22856140136719, -90.86038208007812, -90.26123809814453, -89.66615295410156, -89.24853515625, -88.46543884277344
8850000.0, -96.71339416503906, -96.22515106201172, -95.60063171386719, -95.35273742675781, -95.37433624267578, -94.92845153808594, -95.05278015136719, -94.71198272705078, -94.28436279296875, -94.0068130493164, -93.97589111328125, -93.16862487792969, -96.01753997802734, -92.6591567993164, -92.28800201416016, -91.41816711425781, -90.90918731689453, -90.24124145507812, -89.55030822753906, -89.16642761230469, -88.89959716796875
8900000.0, -96.7929458618164, -96.35943603515625, -95.76322174072266, -95.37584686279297, -95.0901870727539, -95.00019073486328, -94.9371109008789, -94.6615982055664, -94.35063171386719, -94.11119079589844, -93.75138854980469, -93.05257415771484, -95.97123718261719, -92.65257263183594, -92.2796630859375, -91.49688720703125, -91.03034210205078, -90.31001281738281, -89.5813980102539, -89.20246887207031, -88.59319305419922
8950000.0, -96.611572265625, -96.19233703613281, -95.58026123046875, -95.44937896728516, -95.19221496582031, -95.01048278808594, -94.94733428955078, -94.75962829589844, -94.31746673583984, -93.95539093017578, -93.59479522705078, -93.24868774414062, -96.32215881347656, -92.73436737060547, -92.30439758300781, -91.32382202148438, -90.80946350097656, -90.2525863647461, -89.49143981933594, -89.1787338256836, -88.7098159790039
9000000.0, -96.67436218261719, -96.23896026611328, -95.56236267089844, -95.29523468017578, -95.12638854980469, -95.04783630371094, -94.70524597167969, -94.52252197265625, -94.23321533203125, -94.05854797363281, -93.84312438964844, -93.20413970947266, -96.21894073486328, -92.71879577636719, -92.29573822021484, -91.27072143554688, -90.85334014892578, -90.43119812011719, -89.56065368652344, -89.27079772949219, -88.61502838134766
9050000.0, -96.35459899902344, -96.15704345703125, -95.64768981933594, -95.37773895263672, -95.21531677246094, -95.02552795410156, -94.83590698242188, -94.57025909423828, -94.43314361572266, -93.88500213623047, -93.66346740722656, -93.22819519042969, -96.19213104248047, -92.72150421142578, -92.34239196777344, -91.31570434570312, -90.84867095947266, -90.42232513427734, -89.76445007324219, -89.2000961303711, -88.64779663085938
